track_id,song_name,artist_name,genre,energy,danceability,valence,tempo,acousticness,loudness,instrumentalness,duration_sec,duration_display,popularity,explicit,key_signature
trk_00047,Tera Yaadein Ki Roshni,Dhvani Bhanushali,Hip-Hop,0.4128717337042538,0.7839095091950807,0.608021238429496,102.78109186126018,0.1083822785736159,-7.646793537523836,0.3869581717452302,176,2:56,32,No,F
trk_00048,Woh Ranjha Waali Shaam,Ritviz,Jazz,0.3159718569342871,0.3577169810273167,0.5135402982416541,125.6810479471821,0.5579137574230433,-11.021029307386383,0.406964919035499,219,3:39,51,No,B
trk_00049,Yeh Fanaa Mein Tu,KK,Pop,0.7390450708530797,0.6895987725074872,0.8061528147835231,108.80819861279284,0.0611680386163183,-4.149416723917845,0.0374870923229879,182,3:02,43,Yes,F
trk_00050,Tera Dooriyan Ke Geet,Sunidhi Chauhan,R&B,0.5969998260763171,0.8714712305997993,0.621448143764463,67.1585214251766,0.2691446773456276,-5.856013605930718,0.0726942648820585,224,3:44,32,No,D
trk_00051,Yeh Sapno Ka Ehsaas,Monali Thakur,Electronic,0.7876821785189951,0.8319262944775263,0.4988856094331724,136.03051309661183,0.0258200259262783,-5.6647333405062525,0.2760855450712846,239,3:59,42,No,F
trk_00052,Woh Dooriyan Ki Kahani,Mohit Chauhan,R&B,0.4525963776882123,0.7259497306070692,0.689911275857791,93.7986785070908,0.3962874890451998,-4.9715508333202045,0.2882678093933271,192,3:12,74,No,E
trk_00053,Yeh Parwaaz Ki Chaahat,Shaan,Country,0.4142597040213789,0.5237216611017532,0.8024757272789869,97.92694659671668,0.2745293560504051,-8.685852200297639,0.0898341434779049,281,4:41,13,Yes,E
trk_00054,Tera Mausam Waala Mausam,Neha Kakkar,Jazz,0.6543667895301528,0.4682806909205336,0.5387076821848581,106.77860424809936,0.6625439449050329,-10.148469873598122,0.4918279354409053,222,3:42,39,No,C
trk_00055,Tera Roshni Ka Rang,KK,R&B,0.4577487269622918,0.797372699774259,0.3965695546381012,93.6354594068736,0.2017262160992222,-7.584405874343732,0.3060318927203427,227,3:47,45,Yes,F
trk_00056,Mera Sapno Waala Mausam,Badshah,Pop,0.7776709043904985,0.8232140563485116,0.5668425394575091,109.60174752547832,0.1607348139342175,-4.83081820605636,0.0609923631035407,189,3:09,82,No,E
trk_00057,Woh Noor Ka Rang,Kailash Kher,Pop,0.8263591100619856,0.8757059956689093,0.5177861267242312,130.43852932586316,0.1417581438882227,-3.1623014777481884,0.2568388566176705,252,4:12,27,Yes,B
trk_00058,Tera Nazar Ki Baarish,Sonu Nigam,Pop,0.709793325548333,0.8024264677643169,0.6388965711417443,125.77531240814945,0.2600692938547165,-3.4811809984192448,0.0404586330024572,246,4:06,23,No,F
trk_00059,Tera Noor Waale,Guru Randhawa,Rock,0.9223610587228874,0.5667460781639312,0.4045492129674082,136.3423266574016,0.1218158234823948,-3.0244273169180973,0.1235345786146921,215,3:35,72,No,A
trk_00060,Woh Noor Ki Baarish,Ritviz,Hip-Hop,0.6622349138665443,0.7983601223744212,0.4513250010545521,94.32608764281808,0.1232695377985077,-4.672873417855029,0.2376637162717496,183,3:03,91,No,G
trk_00061,Mera Dil Mein Tu,Jonita Gandhi,Rock,0.8276534017628148,0.4650683203881802,0.5476696472934721,124.96820217165724,0.163995352155364,-6.424465912654882,0.1912204640490106,243,4:03,84,No,B
trk_00062,Yeh Bekhayali Waala Pal,Raftaar,Electronic,0.8734304675561497,0.6550668688079606,0.6099746958788016,121.32896593209225,0.0,-5.945904912795559,0.219740250307789,219,3:39,62,No,C
trk_00063,Mera Safar Ki Baarish,Atif Aslam,Rock,0.5796767707000763,0.5677875319530907,0.4715109180247092,109.69367103143544,0.1408962079619984,-1.9395121822555632,0.1751506610601637,267,4:27,64,No,B
trk_00064,Yeh Chaand Ka Junoon,Yuvan Shankar Raja,Rock,0.8253937511870051,0.4156753404683808,0.8105131260997377,126.24114187567665,0.1098563845427588,-3.1727719359392985,0.1553735731030335,184,3:04,23,No,D
trk_00065,Tera Mausam Ke Geet,Anirudh Ravichander,Jazz,0.357069777548274,0.3807579020126144,0.38124190435938,109.16894427371304,0.4796223700775198,-9.859916054465597,0.449640664485259,199,3:19,34,No,C
trk_00066,Woh Tanha Ka Safar,Rahat Fateh Ali Khan,Pop,0.6919222211496029,0.8353713045682828,0.7158564065603177,131.3061703550959,0.1656300227481395,-3.51130875275821,0.3114897762724962,262,4:22,35,No,G
trk_00067,Yeh Manzil Ki Baarish,Nucleya,Electronic,0.6801815967397664,0.8229221791233894,0.6825435992624421,130.1966552259807,0.0198403872666371,-5.136330326000321,0.3644012835312095,250,4:10,93,No,F
trk_00068,Woh Silsila Ki Kahani,Divine,Pop,0.6973705468773026,0.9005818287639656,0.8596219703567457,131.26968531056676,0.1685888222147093,-3.6296078123312014,0.1111037050930379,226,3:46,28,No,G
trk_00069,Woh Roshni Ka Junoon,Anuv Jain,R&B,0.6058769784560627,0.7717545206664121,0.2057111691881284,105.57968849152924,0.2351102121798264,-9.153029471105064,0.4043728864305714,247,4:07,43,No,G
trk_00070,Mera Saathiya Ke Paar,Rahat Fateh Ali Khan,Electronic,0.9000582318042979,0.6529379790923355,0.7670958360077194,123.49953485401048,0.0730954903423885,-5.609517241843169,0.1840501223489152,256,4:16,16,No,C
trk_00071,Tera Dil Ka Ehsaas,Vishal-Shekhar,Pop,0.6409033569784801,0.7089185712045415,0.5673154397816876,115.85078969711265,0.1253572572651407,-3.8305092015959903,0.3228967223271081,151,2:31,33,No,G
trk_00072,Yeh Aasman Waali Shaam,Atif Aslam,Pop,0.6265651128120078,0.6907535740847106,0.6968313091649287,120.80161158819608,0.0852317184062683,-4.363908433303865,0.1955368603819244,195,3:15,47,Yes,E
trk_00073,Tera Fanaa Waala Pal,Sonu Nigam,Electronic,0.7741203937332898,0.8798647170504716,0.6673103337529487,123.0451968197084,0.1057563523608588,-6.500729234634015,0.4007713491305097,206,3:26,58,No,A
trk_00074,Mera Ranjha Waali Shaam,Armaan Malik,Electronic,0.7981696515978511,0.7597244609241453,0.4478357340598616,127.2332907439054,0.1025184969468073,-6.736158194734321,0.4805288097356543,281,4:41,51,No,E
trk_00075,Woh Khwaab Mein Tu,Dhvani Bhanushali,Electronic,0.6758383780203973,0.7366265645900734,0.6389279966145494,122.42088909618838,0.1004845214417204,-6.98112001472148,0.0928084910730295,270,4:30,44,Yes,G
trk_00076,Mera Roshni Ke Geet,Guru Randhawa,Electronic,0.8523760217445681,0.7471421493800943,0.6309554593897989,115.80438368280112,0.0,-4.286759957620707,0.188129102774731,216,3:36,42,No,D
trk_00077,Yeh Noor Ke Rastey,Nucleya,Pop,0.6590635230359387,0.752887572314901,0.6937576373850383,134.4152694864415,0.1433119089127263,-7.886732241573275,0.532943315122406,202,3:22,63,No,G
trk_00078,Tera Safar Ki Chaahat,Ritviz,Rock,0.6300389281499446,0.3287560542435686,0.7321024130876647,144.9532953286969,0.0914678966850883,-1.9143587883904267,0.1739801418487922,235,3:55,32,No,A
trk_00079,Woh Noor Ka Nasha,Sid Sriram,Pop,0.9739743039927864,0.7960070606347438,0.8301432455794105,122.89940582800074,0.2471415720367423,-6.301999999307821,0.1922200814006788,160,2:40,59,No,E
trk_00080,Mera Khwaab Ka Nasha,Shreya Ghoshal,Country,0.5985962282927272,0.5277458164085602,0.5452981621289754,95.40172003086352,0.4280040876242774,-6.294516534207565,0.0242524824794862,234,3:54,35,No,F
trk_00081,Yeh Aasman Ki Dastak,Raftaar,Classical,0.2836160046276041,0.1833991110924774,0.3914265211481463,99.8131412799878,0.9988569391439072,-15.360256271620466,0.285971370563037,194,3:14,51,No,C
trk_00082,Yeh Fanaa Ke Rastey,Shankar Mahadevan,Rock,0.8158112263828715,0.5059932630266328,0.5832852325549831,141.60658595838652,0.0,-8.529268233731237,0.3603204878691284,217,3:37,66,No,B
trk_00083,Tera Manzil Ki Chaahat,Mohit Chauhan,Pop,0.6526453800295531,0.649281630619396,0.7201270986461464,120.26300934821867,0.1841964739996093,-6.684590840216828,0.1766916260278988,238,3:58,32,Yes,G
trk_00084,Yeh Barsaat Ke Rastey,A.R. Rahman,Rock,0.8286287848004118,0.5693878444980653,0.7415295682639779,129.89711728725524,0.1721288731654726,-7.110131333404574,0.2137663788428939,215,3:35,54,No,E
trk_00085,Yeh Barsaat Ka Junoon,Prateek Kuhad,Rock,0.955994055605915,0.3120439371989978,0.4073112561035383,129.84813270764187,0.1368335783552038,-2.892879437635524,0.3711710574358156,224,3:44,46,No,E
trk_00086,Mera Yaadein Ki Dastak,Guru Randhawa,Electronic,0.8199487942277414,0.7597701770507296,0.6189300937235658,124.14662877184242,0.0,-6.00526198801281,0.1346468688290679,249,4:09,75,Yes,B
trk_00087,Woh Nazar Ke Geet,Prateek Kuhad,Classical,0.3130815849144619,0.4235121821948528,0.3615889622866732,86.03337840178082,0.9386019239062874,-16.555885784608677,0.4941529825002534,172,2:52,35,No,D
trk_00088,Tera Mausam Ki Chaahat,Neha Kakkar,Country,0.5082036496161356,0.6575175935668459,0.4857554547728398,120.4799975392402,0.2890873965372156,-6.711560532787156,0.2924311094820414,204,3:24,15,No,A
trk_00089,Yeh Bekhayali Mein Tu,Prateek Kuhad,Hip-Hop,0.7119018406053974,0.6474680909766545,0.363942128589574,92.8196412180178,0.0,-4.831530431933998,0.019056565886325,201,3:21,90,No,F
trk_00090,Mera Noor Ki Dastak,Raftaar,Pop,0.7716316881568501,0.7620756806189468,0.8857084114034711,115.6230487531036,0.1653787811356184,-3.5287198262937878,0.2628382573114327,159,2:39,69,No,B
trk_00091,Mera Dooriyan Waala Mausam,Rahat Fateh Ali Khan,Electronic,0.6648554235108028,0.8461933876731534,0.6215662143718139,110.4762253841494,0.1131170684187518,-6.707789391650196,0.1830812529395026,215,3:35,35,No,F
trk_00092,Mera Manzil Ka Ehsaas,A.R. Rahman,Electronic,0.7957296205276717,0.9326435588973208,0.6519572019273278,134.4000982674561,0.2085263331852153,-7.006254055100242,0.2808209370781768,219,3:39,27,No,F
trk_00093,Yeh Zindagi Ka Ehsaas,Hariharan,Jazz,0.3060594216199483,0.3329982349401088,0.6518274441370898,116.38517860594486,0.5810585117628753,-11.394468205671018,0.0570534797194058,215,3:35,28,No,E
trk_00094,Tera Noor Ke Rastey,Monali Thakur,Electronic,0.7844178525670897,0.7203803076123187,0.4048416775246098,120.7006223053751,0.0679700628311215,-4.737707486940361,0.4259614881233569,264,4:24,45,No,E
trk_00095,Woh Yaadein Ki Kahani,Kavita Seth,Hip-Hop,0.5767857670185167,0.5624333988907384,0.571789924955594,87.38311793766401,0.1047901827666517,-6.044152096364236,0.5851562654343164,232,3:52,66,Yes,A
trk_00096,Yeh Khwaab Waala Mausam,Kailash Kher,Hip-Hop,0.6919448108180777,0.8425887206193037,0.5022977332898902,88.58513090955691,0.1190297827896859,-3.293477835319885,0.1461457766416693,251,4:11,79,No,C
trk_00097,Mera Dooriyan Ka Rang,King,Hip-Hop,0.7355613348785659,0.6749592266030283,0.572541839162644,103.82333062323409,0.0438327733733535,-6.705063221639252,0.305492782361546,193,3:13,42,No,E
trk_00098,Woh Yaadein Ki Dastak,Monali Thakur,Pop,0.6852458194364841,0.6850626961678574,0.8585564838727614,132.19603004513638,0.1019661147409035,-7.799809927040924,0.3732145460396719,155,2:35,25,Yes,G
trk_00099,Tera Zindagi Ka Safar,Alka Yagnik,Pop,0.8230764119066525,0.7514273067836434,0.5855272696724025,113.9296368707322,0.204905476556536,-4.841158320327149,0.2990042980656191,302,5:02,32,No,B
trk_00100,Mera Safar Ki Kahani,A.R. Rahman,Pop,0.616968637426101,0.7310879609222967,0.8105980134309351,116.72450879622464,0.2708923944197878,-7.176763535077338,0.3159220864062794,174,2:54,0,No,B
trk_00101,Mera Ranjha Ki Dastak,Jonita Gandhi,Classical,0.2698948146796494,0.4037047288739929,0.4888709041723657,80.47821193260651,0.9338124052401284,-15.835794093929067,0.4836455060213017,207,3:27,63,Yes,D
trk_00102,Mera Aasman Ka Nasha,AP Dhillon,Rock,0.5941631616742897,0.426848659610367,0.4272165386418047,117.70065329094253,0.0400774823235923,-2.1739396453725552,0.6167607639897442,186,3:06,67,Yes,A
trk_00103,Mera Khwaab Waale,Jonita Gandhi,Hip-Hop,0.7579643229322647,0.945973187503794,0.2935876938862618,89.0157406465644,0.0982861222014317,-3.2967527873528315,0.2820466797194879,259,4:19,18,No,G
trk_00104,Woh Dooriyan Ke Sang,King,Country,0.6292934853493107,0.5533327925665803,0.5352587740220424,81.90816268715135,0.362564288432116,-5.377086910388726,0.3898405444573913,227,3:47,41,No,G
trk_00105,Yeh Bekhayali Ki Kahani,Rahat Fateh Ali Khan,Rock,0.9176598016615848,0.3700883355698933,0.4033345829592495,138.5820704694391,0.1750048097763812,-3.049582689136253,0.3991906240244586,196,3:16,35,Yes,F
trk_00106,Yeh Saathiya Ke Paar,Palak Muchhal,Hip-Hop,0.8444420388153692,0.7939711008608389,0.5545754203570856,102.74131461619363,0.0,-5.71018886592871,0.4617640825838227,187,3:07,45,No,E
trk_00107,Woh Chaand Waala Mausam,Shaan,Electronic,0.8269024068137534,0.6203608310832932,0.5664152296600774,114.82858673123488,0.0,-5.435138977291313,0.3184703205998129,162,2:42,51,No,E
trk_00108,Woh Parwaaz Ki Chaahat,Jubin Nautiyal,Rock,0.7860235472555867,0.6249780701403607,0.368188558845322,140.177484856512,0.0305247176598281,-5.027809296789108,0.291008944041112,150,2:30,41,No,F
trk_00109,Mera Nazar Ki Kahani,Kavita Seth,Pop,0.7336679192716101,0.8887257411052596,0.8375948699874313,106.145376464049,0.1916774532459862,-2.7194911440357457,0.2775490446097024,176,2:56,23,No,G
trk_00110,Yeh Sapno Ki Roshni,Yuvan Shankar Raja,Rock,0.857747371873723,0.6513597974652778,0.4763967024978061,121.5724269705144,0.2361216856336588,-5.6623861927239805,0.0646773314943321,159,2:39,68,No,E
trk_00111,Woh Manzil Ka Ehsaas,Dhvani Bhanushali,Pop,0.6214045226285174,0.7383370067599605,0.6132294724436964,113.98941149875614,0.2996530700953975,-4.828067736200016,0.2062642467191584,261,4:21,88,No,E
trk_00112,Tera Silsila Waale,Jonita Gandhi,R&B,0.4941485257906113,0.8955332748190619,0.3826925449432776,75.55482662997727,0.3644277279078342,-7.786916282609001,0.185864496417631,235,3:55,64,No,A
trk_00113,Mera Noor Ki Kahani,Anuv Jain,Electronic,0.7105467310863611,0.6335608929085819,0.5830886502866856,129.16540326608632,0.0651728701650736,-8.40819763457857,0.1083691141974365,258,4:18,66,Yes,C
trk_00114,Woh Junoon Ke Rastey,Papon,Classical,0.1526757686627466,0.2925872893569956,0.3709420929011283,87.53690244633194,0.955822152080897,-18.11068599258944,0.3994045489402121,255,4:15,44,No,B
trk_00115,Tera Roshni Ke Geet,Prateek Kuhad,Country,0.6392589517114353,0.5025820843420356,0.8091157609142281,88.23091526030746,0.3574032492394897,-7.590414156022891,0.5560540759553159,248,4:08,69,No,A
trk_00116,Woh Zindagi Ki Dastak,AP Dhillon,Electronic,0.7762923009114422,0.9192515353168118,0.5080012094659982,120.5044286409142,0.1187670309583841,-6.580695974684272,0.3258361491819335,210,3:30,40,No,C
trk_00117,Tera Noor Ka Rang,Anuv Jain,Pop,0.8943632003468814,0.7221037069668191,0.6664287797804999,125.90371896051712,0.1772041035655112,-4.144080504170704,0.5366434697370164,171,2:51,100,No,B
trk_00118,Tera Saathiya Waali Shaam,Vishal-Shekhar,Country,0.6744679580736788,0.4831929347902229,0.7706642271169472,93.5446178200108,0.2409301900223073,-5.938545364437269,0.2861169997362376,180,3:00,21,No,D
trk_00119,Tera Manzil Waala Pal,Papon,Hip-Hop,0.7014332059844156,0.8174817768808779,0.5197586186430283,91.105984569698,0.2072723923923614,-7.654535183205747,0.2669032939895014,178,2:58,52,Yes,C
trk_00120,Tera Roshni Ki Raahein,Shankar Mahadevan,Electronic,0.9744639173258682,0.6918980352728414,0.6509959339497055,118.20343719539292,0.0269685594846964,-5.841375780833471,0.1398043623915439,190,3:10,52,No,B
trk_00121,Tera Mausam Waale,Kavita Seth,Country,0.594503586411619,0.6841700762941993,0.3703214283743721,115.85926696322798,0.4344175081064834,-6.999331758718682,0.08307853937615,242,4:02,55,Yes,G
trk_00122,Tera Yaadein Ka Nasha,Dhvani Bhanushali,Rock,0.7583115308281438,0.5433489717448523,0.4532718929500234,123.27148577650355,0.0,-4.198130508278715,0.3200145528388206,208,3:28,49,No,G
trk_00123,Mera Roshni Ki Baarish,Javed Ali,Pop,0.6735008051243873,0.8135381358822269,0.7428906059461142,127.15417021230274,0.2358702337853198,-5.337250254570872,0.54636853650468,200,3:20,70,No,C
trk_00124,Yeh Mausam Waale,Divine,Rock,1.0,0.4199961435602353,0.5423770510461574,140.3743813468414,0.0634158675930568,-4.064235071967362,0.298471100322291,243,4:03,37,No,G
trk_00125,Yeh Tanha Ke Geet,Divine,Hip-Hop,0.7211283692279472,0.793299285805649,0.4314350934260106,96.5101229055782,0.0573385992928426,-3.68086474764794,0.4397967915904881,205,3:25,46,No,C
trk_00126,Mera Roshni Ka Nasha,Rahat Fateh Ali Khan,Electronic,0.8651161460652314,0.7468533986464808,0.7815611119204786,139.96596891581265,0.0831718388083826,-4.873303728291225,0.3174848309774208,180,3:00,35,Yes,F
trk_00127,Mera Bekhayali Waali Shaam,Sonu Nigam,Country,0.602883130181302,0.5856002629225027,0.6761596892799365,110.41407568872587,0.4653373408760041,-5.823808613702949,0.4310527559366463,224,3:44,30,No,E
